selected_ev,distance_km,electricity_price_per_kwh,ice_eff_l_per_100km,petrol_price_per_l,ev_trip_cost,ice_trip_cost,savings_ice_minus_ev,ev_co2_kg,ice_co2_kg,co2_saved_kg,state_elec,state_petrol,notes
Ford Mach-E Premium LFP AWD,500.0,0.404,10.35,1.9,30.3,98.32,68.02,52.5,119.54,67.04,WA,SA,
Peugeot Partner  ePARTNER PRO LONG,100.0,0.381,50.0,189.74,5.71,9487.0,9481.28,10.5,115.5,105.0,ACT,TAS,ICE fetch failed; manual entry path simulated
BYD SEAL PERFORMANCE,150.0,0.6,8.68,1.63,13.5,21.22,7.72,15.75,30.08,14.33,NSW,VIC,
Peugeot Partner  ePARTNER PRO LONG,100.0,0.322,10.12,1.73,4.83,17.51,12.68,10.5,23.38,12.88,WA,ACT,
Volvo C40 Recharge Twin,250.0,0.29,7.47,1.99,10.88,37.16,26.29,26.25,43.14,16.89,ACT,NSW,
Kia EV6 GT,500.0,0.324,11.01,89.99,24.3,4953.95,4929.65,52.5,127.17,74.67,QLD,NSW,
Audi Q8 Q8 e-tron quattro Sportback,500.0,0.297,7.06,189.74,22.27,6697.82,6675.55,52.5,81.54,29.04,QLD,ACT,
"Kia EV9 Earth AWD 20"",0""",150.0,0.254,9.36,2.08,5.71,29.2,23.49,15.75,32.43,16.68,WA,QLD,
"Kia EV9 Earth AWD 20"",0""",300.0,0.339,11.85,189.74,15.26,6745.26,6730.0,31.5,82.12,50.62,VIC,SA,
Ford Mach-E Select LFP RWD,400.0,0.299,9.68,1.76,17.94,68.15,50.21,42.0,89.44,47.44,SA,NSW,
Volvo C40 Recharge,300.0,0.338,50.0,1.92,15.21,288.0,272.79,31.5,346.5,315.0,NT,NT,ICE fetch failed; manual entry path simulated
Volvo C40 Recharge,250.0,0.323,6.91,0.01,12.11,0.17,-11.94,26.25,39.91,13.66,QLD,SA,ICE fetch failed; manual entry path simulated
Ford Mach-E GT 4P AWD,400.0,0.326,8.58,1.9,19.56,65.21,45.65,42.0,79.28,37.28,ACT,WA,
Rolls-Royce Spectre Black Badge Coupe,250.0,0.261,7.56,1.79,9.79,33.83,24.04,26.25,43.66,17.41,WA,ACT,
Mercedes-Benz EQE 350 4MATIC,250.0,0.285,0.5,2.05,10.69,2.56,-8.12,26.25,2.89,-23.36,WA,NSW,ICE fetch failed; manual entry path simulated
BYD SEAL PERFORMANCE,500.0,0.311,50.0,1.92,23.32,480.0,456.68,52.5,577.5,525.0,VIC,ACT,ICE fetch failed; manual entry path simulated
Kia EV6 GT,150.0,0.07,7.87,2.08,1.58,24.55,22.98,15.75,27.27,11.52,WA,ACT,
Ford Mach-E Premium LFP AWD,250.0,0.1,9.69,2.05,3.75,49.66,45.91,26.25,55.96,29.71,NSW,NT,
Audi Q8 Q8 e-tron quattro Sportback,400.0,0.33,8.86,89.99,19.8,3189.25,3169.45,42.0,81.87,39.87,WA,TAS,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,150.0,0.37,7.41,89.99,8.32,1000.24,991.91,15.75,25.68,9.93,ACT,ACT,
Kia EV6 GT,300.0,0.07,2018.0,189.74,3.15,1148685.96,1148682.81,31.5,13984.74,13953.24,QLD,TAS,ICE fetch failed; manual entry path simulated
Lexus UX 300e,500.0,0.1,6.69,1.85,7.5,61.88,54.38,52.5,77.27,24.77,TAS,QLD,
GWM Ora Standard Range,100.0,0.293,9.34,1.99,4.39,18.59,14.19,10.5,21.58,11.08,SA,QLD,
Cupra Born Born 77kWh 5 seat,500.0,0.07,8.63,2.12,5.25,91.48,86.23,52.5,99.68,47.18,VIC,WA,
Audi Q8 Q8 e-tron quattro,400.0,0.1,8.33,2.04,6.0,67.97,61.97,42.0,76.97,34.97,VIC,WA,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,100.0,0.346,7.94,0.01,5.19,0.08,-5.11,10.5,18.34,7.84,VIC,SA,
Rolls-Royce Spectre Black Badge Coupe,300.0,0.6,6.71,1.89,27.0,38.05,11.05,31.5,46.5,15.0,NT,SA,
Audi Q8 Q8 e-tron quattro,400.0,0.346,8.33,0.01,20.76,0.33,-20.43,42.0,76.97,34.97,SA,WA,
Fiat 500e FWD 87 kW 42 kWh,200.0,0.387,8.52,2.04,11.61,34.76,23.15,21.0,39.36,18.36,NSW,NSW,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,500.0,0.364,7.57,89.99,27.3,3406.12,3378.82,52.5,87.43,34.93,NSW,NSW,
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,200.0,0.1,9.85,2.04,3.0,40.19,37.19,21.0,45.51,24.51,TAS,SA,ICE fetch failed; manual entry path simulated
Kia EV9 GT-Line AWD,200.0,0.07,6.96,189.74,2.1,2641.18,2639.08,21.0,32.16,11.16,NSW,NT,
Mercedes-Benz EQE SUV EQE 500 4MATIC SUV,200.0,0.437,8.0,0.01,13.11,0.16,-12.95,21.0,36.96,15.96,ACT,TAS,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (19 Alloys)""",250.0,0.29,7.52,1.99,10.88,37.41,26.54,26.25,43.43,17.18,NT,ACT,
Volvo C40 Recharge,100.0,0.315,7.23,0.01,4.72,0.07,-4.65,10.5,16.7,6.2,QLD,VIC,
Rolls-Royce Spectre Coupe,300.0,0.1,9.28,89.99,4.5,2505.32,2500.82,31.5,64.31,32.81,NT,WA,
Tesla Model 3 RWD H6LRB,200.0,0.07,8.74,0.01,2.1,0.17,-1.93,21.0,40.38,19.38,SA,NSW,
BMW 5 Series i5 M60 xDrive,300.0,0.6,2018.0,0.01,27.0,60.54,33.54,31.5,13984.74,13953.24,WA,VIC,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,250.0,0.366,10.57,2.22,13.72,58.66,44.94,26.25,61.04,34.79,WA,TAS,
Audi Q8 Q8 e-tron quattro,400.0,0.6,9.82,2.26,36.0,88.77,52.77,42.0,90.74,48.74,SA,SA,
Ford Mach-E GT 4P AWD,300.0,0.07,8.49,0.01,3.15,0.25,-2.9,31.5,58.84,27.34,SA,TAS,
Rolls-Royce Spectre Coupe,200.0,0.1,9.45,0.01,3.0,0.19,-2.81,21.0,43.66,22.66,NT,SA,ICE fetch failed; manual entry path simulated
Kia EV9 Air RWD,200.0,0.343,5.81,189.74,10.29,2204.78,2194.49,21.0,26.84,5.84,TAS,TAS,
Rolls-Royce Spectre Black Badge Coupe,150.0,0.24,6.91,1.99,5.4,20.63,15.23,15.75,23.94,8.19,NT,NT,
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,200.0,0.266,9.43,0.01,7.98,0.19,-7.79,21.0,43.57,22.57,NSW,NSW,
Volvo XC40 Recharge Twin,250.0,0.1,11.33,189.74,3.75,5374.39,5370.64,26.25,65.43,39.18,NT,VIC,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,400.0,0.07,6.82,189.74,4.2,5176.11,5171.91,42.0,63.02,21.02,WA,QLD,
MG MG4 77kWh EV RWD,150.0,0.3,9.47,189.74,6.75,2695.26,2688.51,15.75,32.81,17.06,WA,VIC,
"Cupra Born 77kWh 4 seat (20 Alloys)""",150.0,0.346,9.58,0.01,7.78,0.14,-7.64,15.75,33.19,17.44,TAS,WA,
BYD SEAL PERFORMANCE,500.0,0.07,8.44,1.91,5.25,80.6,75.35,52.5,97.48,44.98,ACT,QLD,
Tesla Model 3 RWD H6LRB,300.0,0.07,10.28,189.74,3.15,5851.58,5848.43,31.5,71.24,39.74,WA,TAS,
BMW 7 Series i7 M70 xDrive,200.0,0.339,6.31,89.99,10.17,1135.67,1125.5,21.0,29.15,8.15,NSW,SA,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,500.0,0.361,9.39,189.74,27.07,8908.29,8881.22,52.5,108.45,55.95,NT,ACT,
"Cupra Born 77kWh 4 seat (20 Alloys)""",150.0,0.6,11.25,1.86,13.5,31.39,17.89,15.75,38.98,23.23,WA,NSW,
Mercedes-Benz EQE Class EQE 350 4MATIC,250.0,0.25,999.0,0.01,9.38,24.98,15.6,26.25,5769.23,5742.98,QLD,SA,ICE fetch failed; manual entry path simulated
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,250.0,0.6,999.0,89.99,22.5,224750.02,224727.52,26.25,5769.23,5742.98,WA,NT,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQE 300,400.0,0.1,0.5,189.74,6.0,379.48,373.48,42.0,4.62,-37.38,WA,NSW,ICE fetch failed; manual entry path simulated
BMW 7 Series i7 M70 xDrive,500.0,0.07,8.33,2.05,5.25,85.38,80.13,52.5,96.21,43.71,SA,QLD,
BYD DOLPHIN PERFORMANCE,250.0,0.07,7.29,2.29,2.63,41.74,39.11,26.25,42.1,15.85,NT,NT,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,200.0,0.35,7.28,89.99,10.5,1310.25,1299.75,21.0,33.63,12.63,WA,QLD,ICE fetch failed; manual entry path simulated
Kia EV6 GT,150.0,0.07,6.27,2.01,1.58,18.9,17.33,15.75,21.73,5.98,VIC,QLD,
Volvo XC40 Recharge Twin,150.0,0.386,8.05,189.74,8.69,2291.11,2282.43,15.75,27.89,12.14,QLD,WA,
Tesla Model 3 Long Range H5LDB,300.0,0.07,7.87,89.99,3.15,2124.66,2121.51,31.5,54.54,23.04,QLD,QLD,
Tesla Model 3 Long Range H5LDB,250.0,0.07,11.11,1.98,2.63,54.99,52.37,26.25,64.16,37.91,WA,ACT,
"Kia EV9 Earth AWD 19"",0""",250.0,0.1,7.69,89.99,3.75,1730.06,1726.31,26.25,44.41,18.16,QLD,SA,
Fiat 500e FWD 87 kW 42 kWh,150.0,0.1,8.54,0.01,2.25,0.13,-2.12,15.75,29.59,13.84,QLD,VIC,
"Cupra Born 77kWh 4 seat (20 Alloys)""",100.0,0.6,7.45,189.74,9.0,1413.56,1404.56,10.5,17.21,6.71,NSW,SA,
"Kia EV9 Earth AWD 19"",0""",400.0,0.1,8.79,89.99,6.0,3164.05,3158.05,42.0,81.22,39.22,QLD,NT,
GWM Ora Standard Range,100.0,0.372,9.52,1.82,5.58,17.33,11.75,10.5,21.99,11.49,VIC,QLD,
Audi Q8 Q8 e-tron quattro Sportback,250.0,0.07,7.7,0.01,2.63,0.19,-2.43,26.25,44.47,18.22,QLD,VIC,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,300.0,0.359,2018.0,89.99,16.16,544799.46,544783.3,31.5,13984.74,13953.24,NSW,ACT,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (19 Alloys)""",400.0,0.364,7.6,89.99,21.84,2735.7,2713.86,42.0,70.22,28.22,NT,VIC,
MG MG4 64kWh EV RWD ,400.0,0.304,7.6,1.72,18.24,52.29,34.05,42.0,70.22,28.22,VIC,ACT,
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,500.0,0.07,7.88,2.14,5.25,84.32,79.07,52.5,91.01,38.51,NT,SA,
Mercedes-Benz EQS 500 4MATIC,200.0,0.391,7.07,2.03,11.73,28.7,16.97,21.0,32.66,11.66,NT,VIC,
Peugeot Partner  ePARTNER PRO LONG,200.0,0.6,9.83,2.16,18.0,42.47,24.47,21.0,45.41,24.41,TAS,NT,
Lexus UX 300e,500.0,0.342,7.99,0.01,25.65,0.4,-25.25,52.5,92.28,39.78,TAS,ACT,
"Kia EV9 Earth AWD 20"",0""",250.0,0.6,6.94,189.74,22.5,3291.99,3269.49,26.25,40.08,13.83,NT,VIC,
BMW X1 iX1 xDrive30,500.0,0.6,999.0,1.98,45.0,9890.1,9845.1,52.5,11538.45,11485.95,SA,ACT,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range GT,100.0,0.3,9.97,2.09,4.5,20.84,16.34,10.5,23.03,12.53,NT,ACT,
"Cupra Born 77kWh 4 seat (19 Alloys)""",300.0,0.1,9.55,2.15,4.5,61.6,57.1,31.5,66.18,34.68,SA,VIC,
Volvo XC40 Recharge,250.0,0.373,8.23,89.99,13.99,1851.54,1837.56,26.25,47.53,21.28,VIC,WA,
"Kia EV9 Earth AWD 20"",0""",400.0,0.07,10.29,189.74,4.2,7809.7,7805.5,42.0,95.08,53.08,TAS,NSW,
Kia EV6 GT,150.0,0.375,6.51,189.74,8.44,1852.81,1844.37,15.75,22.56,6.81,WA,ACT,
Volvo XC40 Recharge,500.0,0.1,50.0,189.74,7.5,47435.0,47427.5,52.5,577.5,525.0,SA,NT,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,100.0,0.6,8.55,1.88,9.0,16.07,7.07,10.5,19.75,9.25,WA,QLD,
Mercedes-Benz EQE 53 AMG 4MATIC+,100.0,0.35,9.13,2.08,5.25,18.99,13.74,10.5,21.09,10.59,VIC,NT,
Audi Q8 Q8 e-tron quattro Sportback,400.0,0.342,7.9,2.01,20.52,63.52,43.0,42.0,73.0,31.0,TAS,VIC,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,500.0,0.362,0.5,1.87,27.15,4.68,-22.47,52.5,5.78,-46.73,SA,SA,ICE fetch failed; manual entry path simulated
Ford Mach-E GT 4P AWD,300.0,0.35,10.42,1.97,15.75,61.58,45.83,31.5,72.21,40.71,WA,ACT,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,200.0,0.379,8.43,0.01,11.37,0.17,-11.2,21.0,38.95,17.95,NSW,NT,
Rolls-Royce Spectre Coupe,500.0,0.1,10.49,89.99,7.5,4719.98,4712.48,52.5,121.16,68.66,ACT,NSW,
GWM Ora Standard Range,400.0,0.6,8.51,89.99,36.0,3063.26,3027.26,42.0,78.63,36.63,NT,TAS,
Volvo XC40 Recharge,200.0,0.07,10.65,2.04,2.1,43.45,41.35,21.0,49.2,28.2,ACT,WA,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,250.0,0.07,999.0,1.92,2.63,4795.2,4792.57,26.25,5769.23,5742.98,ACT,SA,ICE fetch failed; manual entry path simulated
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,150.0,0.4,8.35,2.19,9.0,27.43,18.43,15.75,28.93,13.18,VIC,NSW,
Lexus UX 300e,100.0,0.6,50.0,1.87,9.0,93.5,84.5,10.5,115.5,105.0,ACT,VIC,ICE fetch failed; manual entry path simulated
Cupra Born Born 77kWh 5 seat,100.0,0.399,7.06,89.99,5.99,635.33,629.34,10.5,16.31,5.81,ACT,TAS,
BMW X1 iX1 xDrive30,250.0,0.6,6.44,2.25,22.5,36.23,13.73,26.25,37.19,10.94,SA,WA,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,300.0,0.405,9.65,1.91,18.23,55.29,37.07,31.5,66.87,35.37,WA,NSW,
Mercedes-Benz EQE Class EQE 300,100.0,0.301,10.35,89.99,4.51,931.4,926.88,10.5,23.91,13.41,QLD,NSW,
Volvo XC40 Recharge,100.0,0.6,2018.0,2.01,9.0,4056.18,4047.18,10.5,4661.58,4651.08,SA,TAS,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,500.0,0.1,7.5,2.05,7.5,76.88,69.38,52.5,86.62,34.12,NSW,NSW,
Peugeot Partner  ePARTNER PRO LONG,300.0,0.234,8.91,2.16,10.53,57.74,47.21,31.5,61.75,30.25,NSW,NT,
Fiat 500e FWD 87 kW 42 kWh,200.0,0.262,8.12,1.9,7.86,30.86,23.0,21.0,37.51,16.51,ACT,SA,
BMW 5 Series i5 M60 xDrive,300.0,0.6,10.31,2.23,27.0,68.97,41.97,31.5,71.45,39.95,VIC,ACT,ICE fetch failed; manual entry path simulated
BYD DOLPHIN Dynamic,300.0,0.327,10.49,89.99,14.71,2831.99,2817.27,31.5,72.7,41.2,QLD,SA,
Volvo XC40 Recharge Twin,500.0,0.1,8.22,189.74,7.5,7798.31,7790.81,52.5,94.94,42.44,TAS,TAS,
Ford Mach-E Premium 4P AWD,150.0,0.266,8.17,2.16,5.99,26.47,20.49,15.75,28.31,12.56,ACT,SA,ICE fetch failed; manual entry path simulated
MG ZS EV 72kWh,250.0,0.382,9.5,2.09,14.33,49.64,35.31,26.25,54.86,28.61,WA,TAS,
Tesla Model 3 RWD H6LRB,500.0,0.278,8.69,2.09,20.85,90.81,69.96,52.5,100.37,47.87,WA,NSW,
Audi Q8 Q8 e-tron quattro,400.0,0.1,10.24,89.99,6.0,3685.99,3679.99,42.0,94.62,52.62,SA,NSW,
Ford Mach-E Premium 4P RWD,250.0,0.341,7.96,1.92,12.79,38.21,25.42,26.25,45.97,19.72,VIC,WA,
Tesla Model 3 Long Range H5LDB,500.0,0.258,8.84,189.74,19.35,8386.51,8367.16,52.5,102.1,49.6,TAS,WA,
Peugeot Partner  ePARTNER PRO LONG,500.0,0.274,8.85,89.99,20.55,3982.06,3961.51,52.5,102.22,49.72,ACT,VIC,
Tesla Model 3 Long Range H5LDB,100.0,0.328,7.25,0.01,4.92,0.07,-4.85,10.5,16.75,6.25,ACT,WA,ICE fetch failed; manual entry path simulated
Cupra Born Born 77kWh 5 seat,300.0,0.29,10.05,189.74,13.05,5720.66,5707.61,31.5,69.65,38.15,WA,VIC,
BMW X1 iX1 xDrive30,200.0,0.07,9.72,189.74,2.1,3688.55,3686.45,21.0,44.91,23.91,TAS,TAS,
BYD SEAL PREMIUM,250.0,0.07,9.96,189.74,2.63,4724.53,4721.9,26.25,57.52,31.27,NT,NSW,
GWM Ora Extended Range,400.0,0.6,8.87,1.8,36.0,63.86,27.86,42.0,81.96,39.96,VIC,NSW,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,250.0,0.1,8.21,1.88,3.75,38.59,34.84,26.25,47.41,21.16,NSW,ACT,
Cupra Born Born 77kWh 5 seat,400.0,0.07,2018.0,189.74,4.2,1531581.28,1531577.08,42.0,18646.32,18604.32,NSW,NSW,ICE fetch failed; manual entry path simulated
Cupra Born Born 77kWh 5 seat,400.0,0.6,7.54,1.81,36.0,54.59,18.59,42.0,69.67,27.67,TAS,TAS,
Ford Mach-E Premium 4P RWD,250.0,0.07,6.12,1.64,2.63,25.09,22.47,26.25,35.34,9.09,WA,SA,
Lexus UX 300e,200.0,0.363,9.96,1.98,10.89,39.44,28.55,21.0,46.02,25.02,VIC,VIC,
Tesla Model 3 Long Range H5LDB,400.0,0.07,8.6,2.09,4.2,71.9,67.7,42.0,79.46,37.46,NT,TAS,ICE fetch failed; manual entry path simulated
BYD SEAL Dynamic,300.0,0.07,8.75,0.01,3.15,0.26,-2.89,31.5,60.64,29.14,QLD,ACT,
BMW 5 Series i5 eDrive40,400.0,0.6,8.94,89.99,36.0,3218.04,3182.04,42.0,82.61,40.61,SA,QLD,
Tesla Model 3 Long Range H5LDB,250.0,0.07,8.1,1.85,2.63,37.46,34.84,26.25,46.78,20.53,NSW,SA,
MG MG4 64kWh EV 4WD,300.0,0.316,9.4,0.01,14.22,0.28,-13.94,31.5,65.14,33.64,VIC,WA,
Mercedes-Benz EQE SUV EQE 350 4MATIC SUV ,400.0,0.07,0.5,1.96,4.2,3.92,-0.28,42.0,4.62,-37.38,QLD,SA,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,500.0,0.33,11.64,2.27,24.75,132.11,107.36,52.5,134.44,81.94,VIC,NT,
BMW X1 iX1 xDrive30,250.0,0.1,10.51,1.97,3.75,51.76,48.01,26.25,60.7,34.45,SA,VIC,
Audi Q8 Q8 e-tron quattro,100.0,0.1,9.68,89.99,1.5,871.1,869.6,10.5,22.36,11.86,NSW,TAS,
BYD SEAL PREMIUM,100.0,0.1,8.02,189.74,1.5,1521.71,1520.21,10.5,18.53,8.03,QLD,WA,
BMW 7 Series i7 M70 xDrive,100.0,0.29,10.34,89.99,4.35,930.5,926.15,10.5,23.89,13.39,SA,WA,
Mercedes-Benz EQE Class EQE53 AMG 4MATIC+,150.0,0.1,0.5,0.01,2.25,0.01,-2.24,15.75,1.73,-14.02,QLD,WA,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (19 Alloys)""",150.0,0.361,5.69,89.99,8.12,768.06,759.94,15.75,19.72,3.97,NT,NSW,
BMW 7 Series i7 M70 xDrive,300.0,0.334,8.44,0.01,15.03,0.25,-14.78,31.5,58.49,26.99,WA,TAS,
BMW X1 iX1 xDrive30,150.0,0.07,7.69,189.74,1.58,2188.65,2187.08,15.75,26.65,10.9,TAS,QLD,
Audi Q8 Q8 e-tron quattro,200.0,0.25,10.12,2.22,7.5,44.93,37.43,21.0,46.75,25.75,NT,TAS,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,500.0,0.1,9.93,89.99,7.5,4468.0,4460.5,52.5,114.69,62.19,VIC,NSW,
Kia EV6 GT,100.0,0.6,10.07,89.99,9.0,906.2,897.2,10.5,23.26,12.76,NSW,QLD,
Volvo XC40 Recharge Twin,200.0,0.07,8.03,1.9,2.1,30.51,28.41,21.0,37.1,16.1,WA,QLD,
Ford Mach-E Select LFP RWD,150.0,0.43,7.88,0.01,9.68,0.12,-9.56,15.75,27.3,11.55,NT,SA,ICE fetch failed; manual entry path simulated
Cupra Born Born 77kWh 5 seat,200.0,0.252,10.15,2.12,7.56,43.04,35.48,21.0,46.89,25.89,SA,NT,
Volvo XC40 Recharge Twin,200.0,0.348,8.76,2.08,10.44,36.44,26.0,21.0,40.47,19.47,NSW,VIC,
BYD DOLPHIN Dynamic,200.0,0.314,9.57,0.01,9.42,0.19,-9.23,21.0,44.21,23.21,NSW,ACT,
Peugeot Partner  ePARTNER PRO LONG,300.0,0.326,9.07,1.98,14.67,53.88,39.21,31.5,62.86,31.36,ACT,NSW,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,400.0,0.387,0.5,189.74,23.22,379.48,356.26,42.0,4.62,-37.38,QLD,NT,ICE fetch failed; manual entry path simulated
Volvo XC40 Recharge,250.0,0.405,11.44,2.15,15.19,61.49,46.3,26.25,66.07,39.82,NT,NSW,
Mercedes-Benz EQE SUV EQE 500 4MATIC SUV,500.0,0.6,7.74,1.97,45.0,76.24,31.24,52.5,89.4,36.9,SA,TAS,
Tesla Model 3 RWD H6LRB,200.0,0.1,9.65,2.06,3.0,39.76,36.76,21.0,44.58,23.58,WA,WA,
Audi Q8 Q8 e-tron quattro Sportback,400.0,0.362,10.29,1.93,21.72,79.44,57.72,42.0,95.08,53.08,VIC,NSW,
Ford Mach-E GT 4P AWD,200.0,0.408,8.71,2.08,12.24,36.23,23.99,21.0,40.24,19.24,QLD,VIC,
Ford Mach-E Select LFP RWD,150.0,0.286,9.68,2.02,6.43,29.33,22.9,15.75,33.54,17.79,TAS,ACT,
Peugeot Partner  ePARTNER PRO LONG,150.0,0.07,7.21,189.74,1.58,2052.04,2050.46,15.75,24.98,9.23,TAS,NT,
Peugeot 2008 e2008 GT,400.0,0.07,8.97,0.01,4.2,0.36,-3.84,42.0,82.88,40.88,TAS,NT,
MG MG4 77kWh EV RWD,500.0,0.1,9.94,2.27,7.5,112.82,105.32,52.5,114.81,62.31,SA,VIC,
Audi Q8 Q8 e-tron quattro Sportback,150.0,0.407,9.49,1.94,9.16,27.62,18.46,15.75,32.88,17.13,NSW,NT,
Mercedes-Benz EQE 350 4MATIC,150.0,0.39,10.65,1.82,8.78,29.07,20.3,15.75,36.9,21.15,SA,ACT,
GWM Ora Extended Range GT,500.0,0.36,8.82,189.74,27.0,8367.53,8340.53,52.5,101.87,49.37,NT,WA,
Audi Q8 Q8 e-tron quattro Sportback,100.0,0.321,7.04,2.05,4.82,14.43,9.62,10.5,16.26,5.76,TAS,SA,
Tesla Model 3 RWD H6LRB,400.0,0.347,9.79,2.02,20.82,79.1,58.28,42.0,90.46,48.46,NT,SA,
GWM Ora Extended Range GT,100.0,0.1,6.65,2.37,1.5,15.76,14.26,10.5,15.36,4.86,QLD,ACT,ICE fetch failed; manual entry path simulated
Kia EV9 Air RWD,400.0,0.6,999.0,1.71,36.0,6833.16,6797.16,42.0,9230.76,9188.76,QLD,ACT,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,250.0,0.1,9.46,0.01,3.75,0.24,-3.51,26.25,54.63,28.38,NT,QLD,ICE fetch failed; manual entry path simulated
Volvo C40 Recharge,150.0,0.305,7.54,89.99,6.86,1017.79,1010.92,15.75,26.13,10.38,SA,SA,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (20 Alloys)""",500.0,0.264,8.68,2.27,19.8,98.52,78.72,52.5,100.25,47.75,SA,NT,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,200.0,0.31,8.24,2.01,9.3,33.12,23.82,21.0,38.07,17.07,WA,WA,ICE fetch failed; manual entry path simulated
Kia EV6 GT,150.0,0.07,8.39,2.05,1.58,25.8,24.22,15.75,29.07,13.32,QLD,ACT,
Rolls-Royce Spectre Coupe,150.0,0.241,11.62,2.06,5.42,35.91,30.48,15.75,40.26,24.51,VIC,ACT,
Audi Q8 Q8 e-tron quattro Sportback,400.0,0.423,9.64,1.92,25.38,74.04,48.66,42.0,89.07,47.07,QLD,ACT,
Ford Mach-E Premium 4P RWD,250.0,0.34,8.4,2.05,12.75,43.05,30.3,26.25,48.51,22.26,VIC,WA,
"Cupra Born 77kWh 4 seat (19 Alloys)""",100.0,0.07,10.78,89.99,1.05,970.09,969.04,10.5,24.9,14.4,TAS,ACT,
MG ZS EV 72kWh,250.0,0.351,9.02,2.14,13.16,48.26,35.09,26.25,52.09,25.84,WA,WA,
GWM Ora Extended Range,200.0,0.398,2018.0,2.17,11.94,8758.12,8746.18,21.0,9323.16,9302.16,WA,TAS,ICE fetch failed; manual entry path simulated
Ford Mach-E Select LFP RWD,150.0,0.339,9.23,1.9,7.63,26.31,18.68,15.75,31.98,16.23,VIC,SA,
Fiat 500e FWD 87 kW 42 kWh,100.0,0.07,999.0,0.01,1.05,9.99,8.94,10.5,2307.69,2297.19,QLD,SA,ICE fetch failed; manual entry path simulated
GWM Ora Standard Range,200.0,0.237,7.73,2.18,7.11,33.7,26.59,21.0,35.71,14.71,SA,NSW,
Kia EV9 Air RWD,400.0,0.361,9.8,1.84,21.66,72.13,50.47,42.0,90.55,48.55,SA,WA,
BYD SEAL PERFORMANCE,400.0,0.352,8.56,1.75,21.12,59.92,38.8,42.0,79.09,37.09,NSW,ACT,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,500.0,0.07,8.66,1.89,5.25,81.84,76.59,52.5,100.02,47.52,TAS,SA,
Tesla Model 3 Long Range H5LDB,250.0,0.288,7.99,1.96,10.8,39.15,28.35,26.25,46.14,19.89,NT,TAS,
"Cupra Born 77kWh 4 seat (20 Alloys)""",150.0,0.07,8.33,89.99,1.58,1124.43,1122.85,15.75,28.86,13.11,TAS,VIC,
BMW 5 Series i5 M60 xDrive,100.0,0.25,10.56,2.11,3.75,22.28,18.53,10.5,24.39,13.89,ACT,ACT,ICE fetch failed; manual entry path simulated
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,150.0,0.1,10.32,1.84,2.25,28.48,26.23,15.75,35.76,20.01,SA,ACT,
BYD SEAL PREMIUM,250.0,0.281,9.26,2.28,10.54,52.78,42.24,26.25,53.48,27.23,TAS,QLD,
Lexus UX 300e,500.0,0.367,7.96,189.74,27.52,7551.65,7524.13,52.5,91.94,39.44,WA,QLD,
Cupra Born Born 77kWh 5 seat,300.0,0.426,7.13,1.85,19.17,39.57,20.4,31.5,49.41,17.91,TAS,ACT,
