"model_release_year","make","model_release_version","model","variant","engine_displacement","engine_configuration","engine_induction","fwd_gears_no","transmission_type_description","side_door_no","seating_capacity","body_style","driving_wheels_no","fuel_type","co2_emissions_combined","co2_emissions_urban","co2_emissions_extra_urban","fuel_consumption_combined","fuel_consumption_urban","fuel_consumption_extra_urban","energy_consumption_whkm","electric_range_km","air_pollution_standard","stationary_noise_data","test_speed","is_current_model","model_end_year","fuel_life_cycle_co2","annual_tailpipe_co2","annual_fuel_cost"
"2020","MINI","F60","Cooper S","Countryman","2","4cyl","Turbo","7","Auto","4","5","Wagon","2","Petrol 98RON","153","184","135","6.7","8.1","5.9","","","Euro 6","77","3750","No","2025","164","2.14","1763"
"2022","BMW","G21","3 Series","330i touring","2","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 98RON","154","186","136","6.8","8.2","6","","","Euro 6","90","3750","Yes","0","166","2.16","1790"
"2022","BMW","G21","3 Series","330i touring","2","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 98RON","154","186","136","6.8","8.2","6","","","Euro 6","90","3750","Yes","0","166","2.16","1790"
"2023","Cupra","MY23","Leon","VZX 221TSI","2","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 98RON","154","194","132","6.8","8.5","5.8","","","Euro 6","91","3750","Yes","0","166","2.16","1790"
"2020","BMW","F40","1 Series","128ti","2","4cyl","Turbo","8","Auto","4","5","Hatch","2","Petrol 98RON","156","193","135","6.8","8.4","5.9","","","Euro 6","80","3750","No","2025","166","2.18","1790"
"2015","Audi","","TTS Coupe","2.0 TFSI S-Tronic","2.0","4cyl","Turbo","6","Auto","2","4","Coupe","4","Petrol 98RON","157","191","137","6.8","5.3","5.9","","","Euro 6","93.00","3750","Yes","0","166","2.2","1790"
"2018","MINI","F56","John Cooper Works","Hardtop","2","4cyl","Turbo","6","Manual","2","4","Hatch","2","Petrol 98RON","157","197","134","6.9","8.6","5.9","","","Euro 6","88","3750","No","2025","169","2.2","1816"
"2015","Audi","","TTS Roadster","2.0 TFSI S-Tronic","2.0","4cyl","Turbo","6","Auto","2","2","Convertible","4","Petrol 98RON","159","193","140","6.9","8.4","6","","","Euro 6","86.00","3800","Yes","0","169","2.23","1816"
"2019","Audi","","TTS Coupe","2.0 TFSI quattro S tronic","2","4cyl","Turbo","6","Auto","2","4","Coupe","4","Petrol 98RON","162","197","142","7","8.5","6.1","","","Euro 6","89","3750","Yes","0","171","2.27","1842"
"2017","MINI","F60","Cooper S","Countryman","2","4cyl","Turbo","6","Manual","4","5","Wagon","2","Petrol 98RON","163","203","139","7.1","8.9","6.1","","","Euro 6","80","3750","No","2025","173","2.28","1869"
"2017","MINI","F54","Clubman","John Cooper Works ALL4","2","4cyl","Turbo","8","Auto","4","5","Hatch","4","Petrol 98RON","164","203","142","7.2","8.9","6.2","","","Euro 6","81","3750","No","2025","176","2.3","1895"
"2022","BMW","U11","X1","xDrive20i","2","4cyl","Turbo","7","Auto","4","5","Wagon","4","Petrol 98RON","164","211","137","7.2","9.3","6","","","Euro 6","77","3750","Yes","0","176","2.3","1895"
"2019","Subaru","","BRZ","BRZ Coupe","2","4cyl","Normal","6","Auto","2","4","Coupe","2","Petrol 98RON","164","223","131","7.1","9.6","5.7","","","Euro 5","79","3750","No","2025","173","2.3","1869"
"2019","Subaru","","BRZ","BRZ-Premium","2","4cyl","Normal","6","Auto","2","4","Coupe","2","Petrol 98RON","164","223","131","7.1","9.6","5.7","","","Euro 5","79","3750","No","2025","173","2.3","1869"
"2016","Toyota","","86","","2","4cyl","Normal","6","Auto","2","4","Coupe","2","Petrol 98RON","164","223","131","7.1","9.6","5.7","","","Euro 5","79","3750","Yes","0","173","2.3","1869"
"2016","Toyota","","86","","2","4cyl","Normal","6","Auto","2","4","Coupe","2","Petrol 98RON","164","223","131","7.1","9.6","5.7","","","Euro 5","79","3750","Yes","0","173","2.3","1869"
"2019","BMW","G29","Z4","sDrive20i","2","4cyl","Turbo","6","Manual","2","2","Convertible","2","Petrol 98RON","165","212","138","7.2","9.3","6","","","Euro 6","90","3375","Yes","0","176","2.31","1895"
"2021","BMW","X3 Series - G01","X3","sDrive20i","2","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 98RON","166","189","153","7.3","8.3","6.7","","","Euro 6","81","3750","Yes","0","178","2.32","1921"
"2015","Audi","","TTS Roadster","2.0 TFSI S-Tronic 20 Inch Wheel","2.0","4cyl","Turbo","6","Auto","2","2","Convertible","4","Petrol 98RON","166","199","147","7.1","8.6","6.3","","","Euro 6","86.00","3800","Yes","0","173","2.32","1869"
"2019","Mercedes-Benz","177","A Class","A35 AMG 4MATIC","2","4cyl","Turbo","7","Auto","4","5","Sedan","4","Petrol 98RON","168","209","143","7.4","9.3","6.3","","","Euro 6","77","3750","Yes","0","181","2.35","1948"
"2018","BMW","F39","X2","M35i","2","4cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","168","209","144","7.4","9.2","6.3","","","Euro 6","98","3750","Yes","0","181","2.35","1948"
"2019","BMW","G30","5 Series","540i","3","6cyl","Turbo","8","Auto","4","5","Sedan","2","Petrol 98RON","168","213","142","7.3","9.3","6.2","","","Euro 6","84","3750","Yes","0","178","2.35","1921"
"2019","BMW","G02","X4","xDrive30i","3","6cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","169","196","154","7.4","8.6","6.7","","","Euro 6","81","3750","Yes","0","181","2.37","1948"
"2019","Mercedes-Benz","118","CLA Class","CLA35 AMG 4MATIC","2","4cyl","Turbo","7","Auto","4","5","Coupe","4","Petrol 98RON","169","210","144","7.5","9.3","6.3","","","Euro 6","77","3750","Yes","0","183","2.37","1974"
"2019","BMW","G29","Z4","M40i","3","6cyl","Turbo","8","Auto","2","2","Convertible","2","Petrol 98RON","169","218","141","7.4","9.5","6.2","","","Euro 6","91","3750","Yes","0","181","2.37","1948"
"2019","BMW","F40","1 Series","M135i xDrive","2","4cyl","Turbo","8","Auto","4","5","Hatch","4","Petrol 98RON","171","213","147","7.5","9.3","6.4","","","Euro 6","88","3750","No","2025","183","2.39","1974"
"2023","Skoda","MY23","Superb","Scout 200TSI 4x4","2","4cyl","Turbo","7","Auto","4","5","SUV","4","Petrol 98RON","171","224","141","7.5","9.8","6.2","","","Euro 6","75","3750","No","2025","183","2.39","1974"
"2019","Mercedes-Benz","177","A Class","A35 AMG 4MATIC Hatch","2","4cyl","Turbo","7","Auto","4","5","Hatch","4","Petrol 98RON","172","210","150","7.6","9.3","6.6","","","Euro 6","77","3750","Yes","0","186","2.41","2000"
"2019","BMW","F44","2 Series","M235i xDrive","2","4cyl","Turbo","8","Auto","4","5","Sedan","4","Petrol 98RON","173","212","150","7.6","9.3","6.6","","","Euro 6","88","3750","Yes","0","186","2.42","2000"
"2018","Lotus","Type 111","Elise Sport 220","1111Ab","1.8","4cyl","Supercharged","6","Manual","2","2","Convertible","2","Petrol 98RON","173","228","141","7.6","10","6.2","","","Euro 6","90","3750","Yes","0","186","2.42","2000"
"2020","MINI","F60","John Cooper Works ALL4","Countryman","2","4cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","174","211","153","7.6","9.2","6.7","","","Euro 6","90","3750","No","2025","186","2.44","2000"
"2021","BMW","X4 Series - G02","X4","xDrive20i","2","4cyl","Turbo","8","Auto","4","5","Sedan","4","Petrol 98RON","175","200","161","7.7","8.8","7","","","Euro 6","81","3750","Yes","0","188","2.45","2027"
"2023","Cupra","MY23","Formentor","VZX 228TSI","2","4cyl","Turbo","7","Auto","4","5","SUV","4","Petrol 98RON","175","219","150","7.7","9.6","6.5","","","Euro 6","81","3750","Yes","0","188","2.45","2027"
"2023","Cupra","MY23","Formentor","VZX RE 228TSI","2","4cyl","Turbo","7","Auto","4","5","SUV","4","Petrol 98RON","175","219","150","7.7","9.6","6.5","","","Euro 6","81","3750","Yes","0","188","2.45","2027"
"2023","Cupra","MY23","Formentor","VZX ME 228TSI","2","4cyl","Turbo","7","Auto","4","5","SUV","4","Petrol 98RON","175","219","150","7.7","9.6","6.5","","","Euro 6","81","3750","Yes","0","188","2.45","2027"
"2025","Skoda","MY25","Superb","2.0 SPORT 195KW","2","4cyl","Turbo","6","Auto","4","5","Sedan","4","Petrol 98RON","175","226","145","7.7","9.9","6.4","","","Euro 6","73","3750","Yes","0","188","2.45","2027"
"2019","BMW","G15","8 Series","840i","3","6cyl","Turbo","8","Auto","2","4","Coupe","2","Petrol 98RON","176","223","149","7.7","9.8","6.5","","","Euro 6","83","3750","Yes","0","188","2.46","2027"
"2023","Volkswagen","MY24","Golf","R 235TSI","2","4cyl","Turbo","7","Auto","4","5","Hatch","4","Petrol 98RON","177","146","230","7.8","10.1","6.4","","","Euro 6","88","3750","Yes","0","191","2.48","2053"
"2023","Cupra","MY23","Ateca","VZx 221kW","2","4cyl","Turbo","7","Auto","4","5","SUV","4","Petrol 98RON","177","225","150","7.8","9.9","6.6","","","Euro 6","84","3750","Yes","0","191","2.48","2053"
"2025","Skoda","MY25","Superb","2.0 SPORT 195KW","2","4cyl","Turbo","6","Auto","4","5","Wagon","4","Petrol 98RON","177","227","148","7.8","10","6.5","","","Euro 6","73","3750","Yes","0","191","2.48","2053"
"2020","BMW","G20","3 Series","340i xDrive","3","6cyl","Turbo","8","Auto","4","5","Sedan","4","Petrol 98RON","177","228","147","7.7","10","6.4","","","Euro 6","91","3750","Yes","0","188","2.48","2027"
"2024","BMW","F70","1 Series","M135 xDrive","2","4cyl","Turbo","7","Auto","4","5","Hatch","4","Petrol 98RON","177","230","146","7.8","10.1","6.4","","","Euro 6","75","3750","Yes","0","191","2.48","2053"
"2017","MINI","F54","Clubman","John Cooper Works ALL4","2","4cyl","Turbo","6","Manual","4","5","Hatch","4","Petrol 98RON","178","227","149","7.8","9.9","6.5","","","Euro 6","81","3750","No","2025","191","2.49","2053"
"2020","BMW","G22","4 Series","M440i xDrive","3","6cyl","Turbo","8","Auto","2","4","Coupe","4","Petrol 98RON","178","231","147","7.8","10.1","6.4","","","Euro 6","92","3750","Yes","0","191","2.49","2053"
"2022","BMW","G70","7 Series","740i","3","6cyl","Turbo","8","Auto","4","5","Sedan","2","Petrol 98RON","179","223","154","7.9","9.9","6.8","","","Euro 6","77","3750","Yes","0","193","2.51","2079"
"2022","BMW","G15","8 Series","840i Coupe","3","6cyl","Turbo","8","Auto","2","4","Coupe","2","Petrol 98RON","179","230","150","7.8","10.1","6.5","","","Euro 6","83","3750","Yes","0","191","2.51","2053"
"2022","BMW","G15","8 Series","840i","3","6cyl","Turbo","8","Auto","2","4","Coupe","2","Petrol 98RON","179","230","150","7.8","10.1","6.5","","","Euro 6","83","3750","Yes","0","191","2.51","2053"
"2023","BMW","G29","Z4","M40i","3","6cyl","Turbo","8","Auto","2","2","Convertible","2","Petrol 98RON","179","235","147","7.8","10.3","6.4","","","Euro 6","93","3750","Yes","0","191","2.51","2053"
"2023","Mercedes-Benz","V177","A Class","A 35 4MATIC Sedan","2","4cyl","Turbo","8","Auto","4","5","Sedan","4","Petrol 98RON","179","251","139","7.9","11.1","6.1","","","Euro 5","76","3750","Yes","0","193","2.51","2079"
"2021","BMW","X3 Series - G01","X3","xDrive30i","3","6cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","180","206","165","7.9","9","7.2","","","Euro 6","84","3750","Yes","0","193","2.52","2079"
"2021","BMW","X4 Series - G02","X4","xDrive30i","3","6cyl","Turbo","8","Auto","4","5","Sedan","4","Petrol 98RON","180","206","165","7.9","9","7.2","","","Euro 6","85","3750","Yes","0","193","2.52","2079"
"2017","MINI","F60","John Cooper Works ALL4","Countryman","2","4cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","180","224","155","7.9","9.8","6.8","","","Euro 6","90","3750","No","2025","193","2.52","2079"
"2019","BMW","G16","8 Series","840i Gran Coupe","3","6cyl","Turbo","8","Auto","4","4","Sedan","2","Petrol 98RON","180","226","154","7.9","9.9","6.7","","","Euro 6","83","3750","Yes","0","193","2.52","2079"
"2019","Audi","","TTRS Coupe","19 Inch Wheel","2.5","5cyl","Turbo","7","Other","2","4","Coupe","4","Petrol 98RON","181","240","146","7.9","10.5","6.4","","","Euro 6","94","3750","Yes","0","193","2.53","2079"
"2019","Audi","","TTRS Coupe","20 Inch Wheel","2.5","5cyl","Turbo","7","Other","2","4","Coupe","4","Petrol 98RON","181","240","147","8","10.6","6.5","","","Euro 6","94","3750","Yes","0","195","2.53","2106"
"2019","Subaru","","BRZ","BRZ-ts","2","4cyl","Normal","6","Auto","2","4","Coupe","2","Petrol 98RON","181","260","135","7.8","11.2","5.9","","","Euro 5","79","3750","No","2025","191","2.53","2053"
"2023","Skoda","MY23","Superb","SportLine 206TSI 4x4 DSG","2","4cyl","Turbo","6","Auto","4","5","Sedan","4","Petrol 98RON","182","222","158","8","9.8","6.9","","","Euro 6","72","3750","No","2025","195","2.55","2106"
"2019","BMW","G14","8 Series","840i","3","6cyl","Turbo","8","Auto","2","4","Convertible","2","Petrol 98RON","182","226","156","8","9.9","6.8","","","Euro 6","83","3750","Yes","0","195","2.55","2106"
"2022","BMW","G20","3 Series","M340i xDrive","3","6cyl","Turbo","8","Auto","4","5","Sedan","4","Petrol 98RON","182","233","153","8","10.3","6.7","","","Euro 6","92","3750","Yes","0","195","2.55","2106"
"2022","BMW","G20","3 Series","M340i xDrive","3","6cyl","Turbo","8","Auto","4","5","Sedan","4","Petrol 98RON","182","233","153","8","10.3","6.7","","","Euro 6","92","3750","Yes","0","195","2.55","2106"
"2021","BMW","G42","2 Series","M240i xDrive","3","6cyl","Turbo","8","Auto","2","4","Coupe","4","Petrol 98RON","185","239","154","8","10.3","6.6","","","Euro 6","95","3750","Yes","0","195","2.59","2106"
"2022","BMW","G16","8 Series","840i Gran Coupe","3","6cyl","Turbo","8","Auto","4","4","Sedan","2","Petrol 98RON","185","239","155","8.1","10.4","6.7","","","Euro 6","83","3750","Yes","0","198","2.59","2132"
"2017","BMW","F22","2 Series","M2 ","3","6cyl","Turbo","7","Auto","2","4","Coupe","2","Petrol 98RON","185","244","150","7.9","10.5","6.4","","","Euro 6","93","3750","Yes","0","193","2.59","2079"
"2023","Mercedes-Benz","W177","A Class","A 35 4MATIC Hatch","2","4cyl","Turbo","8","Auto","4","5","Hatch","4","Petrol 98RON","185","253","146","8.2","11.1","6.4","","","Euro 5","76","3750","Yes","0","200","2.59","2158"
"2023","Mercedes-Benz","C118","CLA","35 AMG 4MATIC FL","2","4cyl","Turbo","8","Auto","4","5","Coupe","4","Petrol 98RON","185","260","144","8.2","11.4","6.3","","","Euro 6","80","3750","Yes","0","200","2.59","2158"
"2024","Toyota","","GR Yaris","","1.6","3cyl","Turbo","6","Manual","2","4","Hatch","4","Petrol 98RON","186","243","152","8.2","10.8","6.7","","","Euro 6","77","3750","Yes","0","200","2.6","2158"
"2023","Skoda","MY23","Superb","SportLine 206TSI 4x4 DSG","2","4cyl","Turbo","6","Auto","4","5","Wagon","4","Petrol 98RON","187","227","165","8.2","9.9","7.2","","","Euro 6","72","3750","No","2025","200","2.62","2158"
"2021","BMW","G26","4 Series","M440i Gran Coupe","3","6cyl","Turbo","8","Auto","4","5","Sedan","4","Petrol 98RON","187","238","158","8.2","10.4","6.9","","","Euro 6","92","3750","Yes","0","200","2.62","2158"
"2022","BMW","G14","8 Series","840i","3","6cyl","Turbo","8","Auto","2","4","Convertible","2","Petrol 98RON","187","241","156","8.2","10.5","6.8","","","Euro 6","83","3750","Yes","0","200","2.62","2158"
"2017","Audi","","TTRS Coupe","19 Inch Wheel","2.5","5cyl","Turbo","7","Other","2","4","Coupe","4","Petrol 98RON","187","258","146","8.2","11.3","6.4","","","Euro 6","96","3750","Yes","0","200","2.62","2158"
"2020","BMW","G23","4 Series","M440i xDrive","3","6cyl","Turbo","8","Auto","2","4","Convertible","4","Petrol 98RON","188","242","157","8.2","10.6","6.8","","","Euro 6","92","3750","Yes","0","200","2.63","2158"
"2025","Audi","","RS3 Sedan","quattro S-tronic","2.5","5cyl","Turbo","7","Auto","4","5","Sedan","4","Petrol 98RON","188","254","149","8.2","11.1","6.5","","","Euro 6","81","3750","Yes","0","200","2.63","2158"
"2017","Audi","","RS3 Sedan","2.5 TFSI quattro S-Tronic 19x8 Inch Wheel","2.5","5cyl","Turbo","7","Auto","4","5","Sedan","4","Petrol 98RON","188","258","148","8.3","11.3","6.5","","","Euro 6","98","3750","Yes","0","203","2.63","2185"
"2023","Toyota","","GR COROLLA","","1.6","3cyl","Turbo","6","Manual","4","5","Hatch","4","Petrol 98RON","191","253","155","8.4","11.1","6.8","","","Euro 6","93","3750","Yes","0","205","2.67","2211"
"2025","Audi","","RS3 Sportback","quattro S-tronic","2.5","5cyl","Turbo","7","Auto","4","5","Hatch","4","Petrol 98RON","191","255","153","8.3","11.2","6.7","","","Euro 6","81","3750","Yes","0","203","2.67","2185"
"2017","Audi","","RS3 Sportback","2.5 TFSI quattro S-Tronic 19x8 Inch Wheel","2.5","5cyl","Turbo","7","Auto","4","5","Hatch","4","Petrol 98RON","191","260","151","8.4","11.4","6.7","","","Euro 6","98","3750","Yes","0","205","2.67","2211"
"2017","Audi","","RS3 Sedan","2.5 TFSI quattro S-Tronic 19x8.5 Inch Wheel","2.5","5cyl","Turbo","7","Auto","4","5","Sedan","4","Petrol 98RON","191","260","152","8.4","11.4","6.6","","","Euro 6","98","3750","Yes","0","205","2.67","2211"
"2017","Audi","","TTRS Roadster","19 Inch Wheel","2.5","5cyl","Turbo","7","Other","2","2","Convertible","4","Petrol 98RON","191","261","150","8.4","11.4","6.6","","","Euro 6","96","3750","Yes","0","205","2.67","2211"
"2017","Audi","","TTRS Coupe","20 Inch Wheel","2.5","5cyl","Turbo","7","Other","2","4","Coupe","4","Petrol 98RON","192","260","151","8.4","11.4","6.6","","","Euro 6","96","3750","Yes","0","205","2.69","2211"
"2018","Mercedes-Benz","217","S Class","S560","4","8cyl","Turbo","9","Auto","2","4","Coupe","2","Petrol 98RON","193","263","155","8.5","11.6","6.8","","","Euro 6","80","3750","Yes","0","208","2.7","2237"
"2019","Audi","","RS3 Sedan","2.5 TFSI quattro S-Tronic 19x8 Inch Wheel","2.5","5cyl","Turbo","7","Auto","4","5","Sedan","4","Petrol 98RON","194","258","157","8.5","11.3","6.9","","","Euro 6","90","3750","Yes","0","208","2.72","2237"
"2019","Audi","","RS3 Sedan","2.5 TFSI quattro S-Tronic 19x8.5 Inch Wheel","2.5","5cyl","Turbo","7","Auto","4","5","Sedan","4","Petrol 98RON","194","258","157","8.5","11.3","6.9","","","Euro 6","90","3750","Yes","0","208","2.72","2237"
"2019","Audi","","RS3 Sportback","2.5 TFSI quattro S-Tronic 19x8 Inch Wheel","2.5","5cyl","Turbo","7","Auto","4","5","Hatch","4","Petrol 98RON","194","258","157","8.5","11.3","6.9","","","Euro 6","90","3750","Yes","0","208","2.72","2237"
"2017","Audi","","RS3 Sportback","2.5 TFSI quattro S-Tronic 19x8.5 Inch Wheel","2.5","5cyl","Turbo","7","Auto","4","5","Hatch","4","Petrol 98RON","194","262","155","8.5","11.5","6.8","","","Euro 6","98","3750","Yes","0","208","2.72","2237"
"2016","Toyota","","86","","2","4cyl","Normal","6","Manual","2","4","Coupe","2","Petrol 98RON","194","263","154","8.4","11.5","6.7","","","Euro 5","79","3750","Yes","0","205","2.72","2211"
"2016","Toyota","","86","","2","4cyl","Normal","6","Manual","2","4","Coupe","2","Petrol 98RON","194","263","154","8.4","11.5","6.7","","","Euro 5","79","3750","Yes","0","205","2.72","2211"
"2019","Subaru","","BRZ","BRZ Coupe","2","4cyl","Normal","6","Manual","2","4","Coupe","2","Petrol 98RON","194","263","154","8.4","11.5","6.7","","","Euro 5","81","3750","No","2025","205","2.72","2211"
"2019","Subaru","","BRZ","BRZ - Premimum","2","4cyl","Normal","6","Manual","2","4","Coupe","2","Petrol 98RON","194","263","154","8.4","11.5","6.7","","","Euro 5","81","3750","No","2025","205","2.72","2211"
"2019","Audi","","RS3 Sportback","2.5 TFSI quattro S-Tronic 19x8.5 Inch Wheel","2.5","5cyl","Turbo","7","Auto","4","5","Hatch","4","Petrol 98RON","195","258","158","8.5","11.3","6.9","","","Euro 6","90","3750","Yes","0","208","2.73","2237"
"2017","Audi","","TTRS Roadster","20 Inch Wheel","2.5","5cyl","Turbo","7","Other","2","2","Convertible","4","Petrol 98RON","196","264","156","8.6","11.5","6.9","","","Euro 6","96","3750","Yes","0","210","2.74","2264"
"2020","Audi","","S6","quattro","2.9","6cyl","Turbo","8","Auto","4","5","Sedan","4","Petrol 98RON","197","257","162","8.4","11","6.9","","","Euro 5","78","3750","Yes","0","205","2.76","2211"
"2021","Porsche","718","982","Boxster","2","4cyl","Turbo","7","Auto","2","2","Convertible","2","Petrol 98RON","197","268","156","8.6","11.8","6.8","","","Euro 6","89","3750","Yes","0","210","2.76","2264"
"2021","Porsche","718","982","Cayman","2","4cyl","Turbo","7","Auto","2","2","Coupe","2","Petrol 98RON","197","268","156","8.6","11.8","6.8","","","Euro 6","89","3750","Yes","0","210","2.76","2264"
"2016","BMW","G11","7 Series","750Li","4.4","8cyl","Turbo","8","Auto","4","5","Sedan","2","Petrol 98RON","197","276","151","8.5","11.9","6.5","","","Euro 6","79","3750","Yes","0","208","2.76","2237"
"2013","Audi","","TTRS Plus Coupe","2.5 TFSI 6 Spd Manual","2.5","5cyl","Turbo","7","Auto","2","4","Coupe","4","Petrol 98RON","197","285","146","8.5","12.3","6.3","","","Euro 5","87.00","3750","Yes","0","208","2.76","2237"
"2015","Audi","","RS Q3","2.5 TFSI quattro S-Tronic 19 Inch Wheel","2.5","4cyl","Turbo","7","Auto","4","5","Wagon","4","Petrol 98RON","198","272","156","8.4","11.6","6.6","","","Euro 6","80.00","3750","Yes","0","205","2.77","2211"
"2019","BMW","G02","X4","M40i","3","6cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","199","247","171","8.7","10.8","7.5","","","Euro 6","91","3750","Yes","0","213","2.79","2290"
"2019","BMW","G02","X4","M40i","3","6cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","199","247","171","8.7","10.8","7.5","","","Euro 6","91","3750","Yes","0","213","2.79","2290"
"2019","Audi","","S7","quattro","2.9","6cyl","Turbo","8","Auto","4","5","Sedan","4","Petrol 98RON","199","258","164","8.5","11.1","7","","","Euro 5","78","3750","Yes","0","208","2.79","2237"
"2017","Audi","","RS5","Coupe Quattro 2.9l V6 Biturbo","2.9","6cyl","Turbo","8","Auto","2","4","Coupe","4","Petrol 98RON","199","264","162","8.8","11.6","7.2","","","Euro 6","91","3750","Yes","0","215","2.79","2316"
"2017","BMW","F22","2 Series","M2 ","3","6cyl","Turbo","6","Manual","2","4","Coupe","2","Petrol 98RON","199","269","158","8.5","11.6","6.7","","","Euro 6","94","3750","Yes","0","208","2.79","2237"
"2019","Subaru","","BRZ","BRZ-ts","2","4cyl","Normal","6","Manual","2","4","Coupe","2","Petrol 98RON","199","273","156","8.6","11.8","6.7","","","Euro 5","81","3750","No","2025","210","2.79","2264"
"2022","Toyota","","GR 86","ZN8-BKC7","2.4","4cyl","Normal","6","Auto","2","4","Coupe","2","Petrol 98RON","199","290","144","8.7","12.7","6.3","","","Euro 6","73","3750","Yes","0","213","2.79","2290"
"2023","Volkswagen","MY24","Tiguan","235TSI R","2","4cyl","Turbo","7","Auto","4","5","SUV","4","Petrol 98RON","201","254","170","8.8","11.2","7.5","","","Euro 6","84","3750","No","2025","215","2.81","2316"
"2018","Audi","","RS4 Avant","3.0 TFSI quattro Tiptronic 19 Inch Wheel","3","6cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","201","264","165","8.9","11.6","7.3","","","Euro 6","91","3750","Yes","0","217","2.81","2342"
"2018","Audi","","RS5 Sportback","Quattro 2.9l V6 Biturbo 19","2.9","6cyl","Turbo","8","Auto","4","5","Hatch","4","Petrol 98RON","201","265","163","8.9","11.7","7.3","","","Euro 6","91","3750","Yes","0","217","2.81","2342"
"2016","Audi","","RS Q3 performance","2.5 TFSI quattro S-Tronic 19 Inch Wheel","2.5","4cyl","Turbo","7","Auto","4","5","SUV","4","Petrol 98RON","201","275","159","8.6","11.8","6.8","","","Euro 6","80","3750","Yes","0","210","2.81","2264"
"2022","Subaru","MY22 Coupe","BRZ","High K ES","2.4","4cyl","Normal","6","Auto","2","4","Coupe","2","Petrol 98RON","201","295","145","8.8","13","6.4","","","Euro 6","73","3750","Yes","0","215","2.81","2316"
"2022","Subaru","MY22 Coupe S","BRZ","High ES","2.4","4cyl","Normal","6","Auto","2","4","Coupe","2","Petrol 98RON","201","295","145","8.8","13","6.4","","","Euro 6","73","3750","Yes","0","215","2.81","2316"
"2022","Toyota","","GR 86","ZN8-BKF7","2.4","4cyl","Normal","6","Auto","2","4","Coupe","2","Petrol 98RON","201","295","145","8.8","13","6.4","","","Euro 6","73","3750","Yes","0","215","2.81","2316"
"2020","Audi","","RS Q3","20 Wheels","2.5","5cyl","Turbo","7","Other","4","5","SUV","4","Petrol 98RON","202","262","167","8.8","11.5","7.3","","","Euro 6","88","3750","Yes","0","215","2.83","2316"
"2020","Audi","","RS Q3 Sportback","20 Wheels","2.5","5cyl","Turbo","7","Other","4","5","SUV","4","Petrol 98RON","202","262","168","8.8","11.5","7.3","","","Euro 6","88","3750","Yes","0","215","2.83","2316"
"2018","Audi","","RS4 Avant","3.0 TFSI quattro Tiptronic 20 Inch Wheel","3","6cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","202","264","166","8.9","11.7","7.3","","","Euro 6","91","3750","Yes","0","217","2.83","2342"
"2018","Audi","","RS5 Sportback","Quattro 2.9l V6 Biturbo 20","2.9","6cyl","Turbo","8","Auto","4","5","Hatch","4","Petrol 98RON","202","267","165","8.9","11.7","7.3","","","Euro 6","91","3750","Yes","0","217","2.83","2342"
"2020","Mercedes-Benz","177","A Class","A45 AMG S 4MATIC Hatch","2","4cyl","Turbo","8","Auto","4","5","Hatch","4","Petrol 98RON","202","267","167","8.9","11.7","7.3","","","Euro 6","80","3750","Yes","0","217","2.83","2342"
"2023","Mercedes-Benz","W177","A Class","A 45 4MATIC Hatch","2","4cyl","Turbo","8","Auto","4","5","Hatch","4","Petrol 98RON","202","267","167","8.9","11.7","7.3","","","Euro 5","80","3750","Yes","0","217","2.83","2342"
"2020","Mercedes-Benz","118","CLA Class","CLA45 AMG S 4MATIC","2","4cyl","Turbo","8","Auto","4","5","Coupe","4","Petrol 98RON","202","275","165","8.9","12.1","7.2","","","Euro 6","80","3750","Yes","0","217","2.83","2342"
"2020","Audi","","RS Q3","21 Wheels","2.5","5cyl","Turbo","7","Other","4","5","SUV","4","Petrol 98RON","203","262","170","8.9","11.4","7.4","","","Euro 6","88","3750","Yes","0","217","2.84","2342"
"2015","Audi","","RS Q3","2.5 TFSI quattro S-Tronic 20 Inch Wheel","2.5","4cyl","Turbo","7","Auto","4","5","Wagon","4","Petrol 98RON","203","277","161","8.6","11.8","6.8","","","Euro 6","80.00","3750","Yes","0","210","2.84","2264"
"2021","BMW","X3 Series - G01","X3","M40i","3","6cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","204","256","174","8.9","11.2","7.6","","","Euro 6","85","3750","Yes","0","217","2.86","2342"
"2021","BMW","X3 Series - G01","X3","M40i","3","6cyl","Turbo","8","Auto","4","5","Wagon","4","Petrol 98RON","204","256","174","8.9","11.2","7.6","","","Euro 6","85","3750","Yes","0","217","2.86","2342"
