timestamp,weekly_km,trip_length,driving_frequency,driving_type,road_trips,car_ownership,fuel_efficiency,monthly_fuel_spend,home_charging,solar_panels,charging_preference,budget,priorities,postcode,cluster
24/08/2025 17:30,80,Mostly long trips (>50 km),Weekly,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Petrol,7.2,42.23,No,No,Home,"$40,000-$60,000","Brand reputation, Charging convenience",3006,3
1/08/2025 21:46,69,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.5,63.06,Yes,No,Home,"$60,000 -$80,000","Charging convenience, Brand reputation",3465,3
26/08/2025 4:43,207,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,8.2,131.45,Yes,No,Public stations,"$60,000 -$80,000","Tech features, Cost savings",3467,1
25/07/2025 14:24,227,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Petrol,9.8,155.11,No,No,Public stations,Not sure/ Just exploring,"Environmental impact, Charging convenience",3135,1
28/07/2025 7:12,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.7,33.96,Yes,Yes,Home,"<$40,000","Tech features, Cost savings",3950,3
27/08/2025 6:21,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,4.6,19.14,No,Yes,Public stations,Not sure/ Just exploring,"Cost savings, Environmental impact",3711,3
18/08/2025 8:55,45,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.2,1.46,Yes,Yes,Work,"<$40,000","Brand reputation, Tech features",3007,3
17/08/2025 22:01,20,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,9.8,32.94,Yes,No,Home,Not sure/ Just exploring,"Cost savings, Charging convenience",3345,3
5/08/2025 14:01,521,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,7.1,254.22,No,No,Work,"$40,000-$60,000","Cost savings, Environmental impact",3065,2
26/07/2025 11:39,22,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,10,23.13,No,No,Home,">$80,000","Charging convenience, Cost savings",3591,3
26/08/2025 6:53,95,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,8,72.72,Yes,Yes,Work,"$40,000-$60,000","Brand reputation, Cost savings",3579,3
23/07/2025 23:10,38,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,6.9,33.22,Yes,Yes,Work,"$60,000 -$80,000","Charging convenience, Cost savings",3024,3
23/07/2025 21:47,39,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,5.9,0,Yes,No,No preference,">$80,000","Cost savings, Brand reputation",3407,3
23/08/2025 14:37,212,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,No - I don't own a car,0,0,No,No,Home,">$80,000","Charging convenience, Tech features",3223,1
6/08/2025 11:20,43,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.1,43.69,Yes,No,Home,Not sure/ Just exploring,"Charging convenience, Brand reputation",3254,3
17/08/2025 1:10,215,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,No - I don't own a car,0,6,Yes,No,Work,Not sure/ Just exploring,"Brand reputation, Performance",3930,1
31/07/2025 19:12,71,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Electric,0,22.04,Yes,No,Home,"$60,000 -$80,000","Performance, Cost savings",3129,3
19/08/2025 9:31,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.2,38.92,Yes,Yes,Work,"<$40,000","Cost savings, Tech features",3898,3
23/08/2025 0:05,42,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,7.6,32.07,Yes,No,Public stations,"<$40,000","Performance, Charging convenience",3218,3
8/08/2025 19:02,39,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,5.7,8.67,Yes,No,Public stations,"$40,000-$60,000","Performance, Environmental impact",3953,3
28/07/2025 8:59,209,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Diesel,8.7,109.01,Yes,No,Home,">$80,000","Environmental impact, Performance",3285,1
9/08/2025 8:29,37,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,10.3,21.94,Yes,No,Home,Not sure/ Just exploring,"Cost savings, Charging convenience",3392,3
27/08/2025 9:44,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.3,28.55,Yes,No,Home,Not sure/ Just exploring,"Cost savings, Environmental impact",3641,3
3/08/2025 9:57,215,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,8.5,144.99,Yes,No,Public stations,"$40,000-$60,000","Charging convenience, Cost savings",3034,1
19/08/2025 3:01,209,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,6.3,85.9,Yes,No,Home,"<$40,000","Environmental impact, Cost savings",3199,1
22/08/2025 1:15,71,Mostly long trips (>50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Electric,0,24.04,Yes,No,Home,">$80,000","Performance, Cost savings",3304,3
20/08/2025 2:59,68,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,No - I don't own a car,0,6,Yes,Yes,Home,">$80,000","Tech features, Charging convenience",3500,3
27/08/2025 18:47,212,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.2,99.92,Yes,No,Work,"$40,000-$60,000","Brand reputation, Tech features",3685,1
17/08/2025 9:17,66,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.4,46.49,Yes,No,Work,"<$40,000","Environmental impact, Performance",3016,3
22/08/2025 11:16,522,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,9.8,367.08,Yes,No,Public stations,Not sure/ Just exploring,"Tech features, Charging convenience",3187,2
26/08/2025 23:20,70,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10.7,42.92,No,No,Public stations,"$60,000 -$80,000","Tech features, Performance",3953,3
29/08/2025 1:29,69,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,No - I don't own a car,0,0,Yes,No,Public stations,"<$40,000","Cost savings, Brand reputation",3014,3
16/08/2025 12:07,39,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,8.7,18.88,Yes,Yes,No preference,"$60,000 -$80,000","Charging convenience, Performance",3523,3
22/08/2025 5:53,86,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Diesel,6.2,43.19,Yes,No,Home,"<$40,000","Tech features, Charging convenience",3275,3
3/08/2025 3:32,205,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,7,116.21,No,No,Work,"$60,000 -$80,000","Tech features, Performance",3350,1
2/08/2025 2:16,42,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7.6,10.4,No,No,Home,">$80,000","Charging convenience, Environmental impact",3620,3
13/08/2025 7:31,78,Mostly long trips (>50 km),Weekly,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Petrol,6.4,30.6,Yes,Yes,No preference,"<$40,000","Cost savings, Environmental impact",3182,3
22/08/2025 3:25,230,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),No,No - I don't own a car,0,4,Yes,No,Work,">$80,000","Tech features, Environmental impact",3469,1
20/08/2025 13:18,44,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,5.4,8.68,Yes,Yes,Home,">$80,000","Performance, Brand reputation",3494,3
16/08/2025 13:46,215,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Diesel,9.1,125.13,Yes,No,Home,">$80,000","Brand reputation, Performance",3039,1
23/07/2025 17:41,210,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,6.7,97.16,Yes,No,Public stations,"$40,000-$60,000","Tech features, Brand reputation",3304,1
2/08/2025 0:26,77,Mostly long trips (>50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,10.3,54.15,No,No,No preference,"$60,000 -$80,000","Brand reputation, Environmental impact",3031,3
23/07/2025 8:12,93,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Hybrid,4.5,46.68,No,No,Home,Not sure/ Just exploring,"Environmental impact, Performance",3325,3
9/08/2025 22:21,42,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,Yes,Yes - Diesel,6.4,7.74,Yes,No,Home,"$40,000-$60,000","Brand reputation, Charging convenience",3356,3
9/08/2025 21:22,208,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,7.4,93.59,No,No,Work,">$80,000","Brand reputation, Performance",3590,1
24/07/2025 0:46,91,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.6,59.71,Yes,No,Public stations,"$40,000-$60,000","Brand reputation, Cost savings",3241,3
24/07/2025 13:48,86,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.1,32.77,Yes,No,Public stations,">$80,000","Tech features, Environmental impact",3833,3
2/08/2025 4:15,520,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Petrol,10.3,399.7,Yes,No,Work,"<$40,000","Tech features, Cost savings",3752,2
12/08/2025 13:51,65,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Electric,0,28.6,Yes,Yes,Public stations,"$40,000-$60,000","Environmental impact, Cost savings",3238,3
19/08/2025 7:03,94,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,7.8,56.76,No,No,Public stations,">$80,000","Performance, Cost savings",3198,3
9/08/2025 11:59,94,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,8.2,58.52,Yes,No,Home,"$60,000 -$80,000","Performance, Cost savings",3328,3
5/08/2025 18:44,36,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,Yes,Yes - Petrol,6.6,22.42,No,No,Home,"$40,000-$60,000","Brand reputation, Cost savings",3167,3
23/08/2025 9:27,212,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.5,125.58,Yes,Yes,Home,Not sure/ Just exploring,"Cost savings, Brand reputation",3136,1
20/08/2025 16:02,66,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Electric,0,35.84,Yes,Yes,Public stations,">$80,000","Performance, Cost savings",3300,3
29/07/2025 22:38,38,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,5.5,31.79,Yes,No,Public stations,Not sure/ Just exploring,"Tech features, Cost savings",3086,3
23/08/2025 4:56,89,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Electric,0,3.36,Yes,No,No preference,Not sure/ Just exploring,"Performance, Cost savings",3237,3
28/07/2025 4:58,23,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,0,Yes,No,Public stations,"$40,000-$60,000","Performance, Environmental impact",3591,3
31/07/2025 22:18,85,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,9.4,59.58,Yes,No,Home,"$60,000 -$80,000","Cost savings, Environmental impact",3806,3
17/08/2025 15:46,207,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,8.7,151.04,Yes,No,Public stations,Not sure/ Just exploring,"Charging convenience, Performance",3509,1
27/08/2025 11:40,208,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,6.2,91.11,Yes,Yes,Home,"$60,000 -$80,000","Charging convenience, Cost savings",3864,1
28/07/2025 23:41,66,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.1,14.52,Yes,No,Home,"$60,000 -$80,000","Charging convenience, Environmental impact",3475,3
8/08/2025 10:57,16,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.9,0,Yes,Yes,Public stations,Not sure/ Just exploring,"Brand reputation, Cost savings",3506,3
29/07/2025 13:45,39,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8,22.88,Yes,No,Home,">$80,000","Tech features, Performance",3814,3
23/07/2025 9:45,37,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,Yes,No - I don't own a car,0,9,Yes,No,Home,"$60,000 -$80,000","Tech features, Brand reputation",3079,3
30/07/2025 6:47,45,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,9,17.73,No,Yes,Home,"<$40,000","Tech features, Performance",3460,3
31/07/2025 21:59,65,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Electric,0,6.6,Yes,No,Home,">$80,000","Environmental impact, Cost savings",3814,3
29/08/2025 8:32,73,Mostly long trips (>50 km),Occasionally,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Electric,0,35.52,No,No,No preference,"$60,000 -$80,000","Charging convenience, Tech features",3107,3
18/08/2025 19:31,25,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,6.4,16.56,Yes,No,Public stations,"$40,000-$60,000","Brand reputation, Performance",3214,3
20/08/2025 3:30,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.7,28.6,Yes,No,Home,"<$40,000","Tech features, Performance",3029,3
25/07/2025 0:41,15,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Electric,0,0,Yes,No,Home,"$60,000 -$80,000","Tech features, Charging convenience",3844,3
24/07/2025 4:39,210,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,6.9,84.63,Yes,No,No preference,">$80,000","Environmental impact, Brand reputation",3153,1
20/08/2025 8:55,41,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,No - I don't own a car,0,0,Yes,Yes,Home,"<$40,000","Brand reputation, Environmental impact",3021,3
18/08/2025 18:31,43,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,7.5,17.29,Yes,Yes,Work,"$40,000-$60,000","Brand reputation, Charging convenience",3072,3
23/08/2025 2:02,43,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,8.7,36.43,Yes,No,Public stations,Not sure/ Just exploring,"Cost savings, Environmental impact",3074,3
